advantage,classify_name,company,info,job_name,money,requirements
['发展前景'],游戏陪练,Blingame可口游戏工作室,"['4k-8k ', '/深圳 /', '经验1年以下 /', '本科及以上 /', '全职']",CocosCreator游戏前端,4k-8k,[]
['鹅厂福利'],游戏陪练,腾讯,"['15k-30k ', '/深圳 /', '经验3-5年 /', '本科及以上 /', '全职']",SA-腾讯社交广告游戏行业运营经理（微信广告 深圳,15k-30k,"['负责游戏行业（包含手游、小游戏）微信流量营销解决方案的输出，基于游戏行业理解及微信流量能力理解，向广告客户提供增值服务；', '负责小游戏广告生态的建设，配合小游戏生态的开发者需求，提供商业化能力与营销推广能力帮助生态发展，同时建设广告市场；', '\xa0跨团队合作充分利用渠道及市场、产品资源，丰富游戏行业微信广告主生态结构与小游戏广告生态体系；', '\xa0深入了解游戏行业需求，推动游戏行业创新。', '本科及以上学历，3年以上互联网行业工作经验；', '\xa0具有高度的责任心，较强的数据分析能力和执行力；', '\xa0具有出色的项目管理能力、内外部沟通能力，有团队管理经验者优先；', '\xa0具备一定的商业意识，能理解商业化产品运营的工作目标；', '\xa0有广告行业或游戏行业从业经验者优先。']"
['弹性工作，免费三餐，租房补贴，带薪休假'],游戏陪练,字节跳动,"['20k-40k ', '/深圳 /', '经验3-5年 /', '本科及以上 /', '全职']",游戏UI设计师,20k-40k,[]
['项目奖金，项目分红，完善的晋升制度！'],游戏陪练,酷品掌游,"['10k-16k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",Cocos Creator游戏开发,10k-16k,"['岗位职责：', '1.使用cocos creator引擎开发微信小游戏；', '2.深度参与手游产品的需求讨论，功能定义等；', '3.独立完成相关的游戏功能开发，验证和修改测试中发现的问题；', '4.负责小游戏上线后的优化与迭代开发。', '岗位要求：', '1.能熟练使用cocos creator引擎；', '2.专科以上，计算机相关专业毕业；', '3.熟悉Egre或LayaAir引擎的优先；', '4.有过完整开发小游戏产品、休闲游戏经验的优先；', '5.熟悉JS、HTTP、websocket等知识点；', '6.1年以上cocos-creator游戏开发经验,有成功上线的游戏优先；']"
['全员分红，氛围好'],游戏陪练,愚乐谷,"['10k-20k ', '/深圳 /', '经验3-5年 /', '本科及以上 /', '全职']",棋牌游戏策划,10k-20k,[]
['渠道运营'],游戏陪练,YIDATEC,"['7k-9k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",星辰游戏产品部平台渠道运营,7k-9k,"['岗位职责：', '1.负责移动游戏平台渠道的对接与运营，基于项目运营目标，规划渠道运营方案，并推动落地执行。', '2.与公司内外部平台渠道对接，结合项目与渠道双方需求，设计对应的活动内容，跟进活动效果。对投放素材的质量负责，对渠道投放的转化率负责；', '3.能进行简单的数据分析，对活动效果进行监控与评估。', '岗位要求：', '1.2年以上工作经验，对腾讯内部各平台特性有了解，或对渠道工作有了解者优先。', '2.优秀的沟通协作能力，具备较好的沟通技巧与推动力，能承担多线程的沟通工作。', '3.有较强的逻辑思维能力和总结沉淀能力。', '4.工作态度认真负责，具有良好的学习能力，抗压能力强，团队合作意识强。']"
['五险一金 年底双薪 员工旅游 周末双休'],游戏陪练,爱游戏,"['15k-22k ', '/深圳 /', '经验3-5年 /', '大专及以上 /', '全职']",棋牌游戏高级策划（棋牌AI策划类）,15k-22k,"['职位描述：', '-\xa0岗位职责：', '-\xa01.\xa0负责棋牌类游戏的机器人AI算法需求设计', '-\xa02.\xa0负责棋牌机器人AI相关模块（运营后台）及相关游戏系统的需求设计', '\xa0', '-\xa0任职资格：', '-\xa01.\xa0大专及以上学历，\xa03年及以上棋牌游戏策划经验，参与过完整游戏策划项目开发，有完整成熟的棋牌游戏AI经验', '-\xa02.\xa0对游戏程序开发或语言有一定了解', '-\xa03.\xa0熟练使用Axure，Office等软件工具', '- \xa04. 熟悉各类棋牌玩法者优先', '\xa0']"
['高薪资、项目奖金、周末双休、年终奖励'],游戏陪练,畅点无线,"['12k-16k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",cocos2dx游戏开发,12k-16k,"['岗位职责：', '1.使用游戏引擎进行微信小游戏和手机端的开发；', '2.与策划和美术良好沟通，独立完成游戏系统功能；', '3.负责游戏模块功能开发、逻辑开发、UI实现等；', '4.配合团队完成维护工作和功能更新。\xa0', '岗位要求：\xa0', '1、1年以上游戏行业相关经验；\xa0', '2、至少用 Cocos Creator 开发过一款以上完整的游戏；', '3、熟练使用 JavaScript 或 TypeScript ；', '4、编写高质量代码，按照需求实现游戏相应的系统，并参与游戏创意及设计\xa0', '5、有 Cocos Creator 性能优化、网络优化经验的优先；\xa0', '6、思维敏捷，逻辑清楚，对游戏有高度热忱；\xa0', '7、良好的沟通能力，强烈的责任心，具有团队精神和创新精神；']"
"['六险一金,年终奖金,年底双薪,团建活动']",游戏陪练,卓趣互娱,"['12k-20k ', '/深圳 /', '经验1-3年 /', '本科及以上 /', '全职']",H5游戏前端开发,12k-20k,"['我们需要你：', '1、独立开发微信小游戏，实现游戏动画和交互效果;', '2、与服务端完成接口联调，调用广告系统和其它动态信息；', '3、对游戏逻辑、交互、性能方面的优化和升级；', '我们希望你：', '1、全日制本科及以上学历，熟悉微信小程序开发流程，至少参与开发过一款微信小游戏；', '2、了解Cocos\xa0Creator、白鹭或layabox其中一款游戏开发引擎，有cocos引擎经验更佳；', '3、熟悉游戏算法，熟悉H5特性，熟悉websocket协议和http协议；\xa0', '4、有良好的编码习惯，结构清晰、命名规范、逻辑性强；']"
"['奖金丰厚,牛人多,福利丰富,发展空间大']",游戏陪练,尚游游戏,"['9k-12k ', '/深圳 /', '经验应届毕业生 /', '本科及以上 /', '全职']",游戏策划管培生（专业不限，10人）,9k-12k,"['该职位为2019校园招聘岗位，主要面向19届或18届应届生，应聘成功直接签订实习协议与三方协议，更多详情请百度“尚游游戏校园招聘”进入官网查询。为确保后续能顺利收到统一笔试通知，建议没有进行过正式网申的同学麻烦也通过尚游游戏校招官网：http://campus.syyx.com \xa0进行网申。尚游校招的宣讲和笔试计划安排在3月下旬进行，具体安排我们还会通过QQ群和公众号通知大家，请大家投递成功后按提示加QQ群和关注我们的微信公众号~', '1、热爱游戏，有丰富的游戏体验，深度体验过至少1款以上的网游；', '2、良好的基础素质，有较好的沟通和表达能力，思维逻辑清楚，学习能力强；', '3、踏实务实，独立负责，能在一项工作上持续进步；', '4、除了游戏外能有其他的爱好和知识体系，水平优秀者优先；', '5、专业不限。 ']"
['五险一金，班车接送，免费早餐'],游戏陪练,微创,"['8k-10k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",游戏海外项目经理,8k-10k,"['岗位职责：', '1、主要负责海外优质中小团队以及创意游戏项目的挖掘工作', '2、拓展海外开发者渠道，挖掘优秀项目并对接腾讯发行平台；', '岗位要求：', '1、3年以上游戏行业经验；', '2、具备优秀的英文交流和读写能力；', '3. 做过海外商务者优先考虑', '4、具备良好的沟通能力和合作意识。']"
['绩效奖金 带薪年假 晋升空间大'],大客户代表,乐拓英语,"['8k-12k ', '/深圳 /', '经验不限 /', '大专及以上 /', '全职']",课程顾问,8k-12k,"['【岗位职责】：', '1、通过各种方式向潜在客户介绍公司英语的教学方式，并给客户私人定制课程；', '2、通过团队合作实现由中心总监设定的销售目标，与同事和学员建立密切的关系，以达成销售和服务目标；', '3、按时分析个人表现，开发个人和企业客户；', '4、参加例会和销售培训，确保完成每月销售目标。', '\xa0', '【任职资格】：', '1、希望你是大专及以上学历，有销售经验或者有大客户代表经验者可以优先考虑；', '2、如果你有1年以上有同行经验或销售工作经验我们会着重优先录用，优秀应届毕业生可放宽要求；', '3、具备基本的英语听说能力，普通话标准，音质佳，有亲和力、沟通能力强；', '4、希望你是主要看气质的小伙伴，最好嘛个性开朗、反应敏捷，并且有较强的服务意识；', '5、我们非常注重团队合作，所以我们也希望你有团队协作精神和出色的沟通能力；', '\xa0', '【职业规划】：', '课程顾问->课程顾问经理->副中心总监->中心总监->区域运营总监', '\xa0', '【公司福利】：', '1、岗前培训：完善的新人岗前带薪培训，让您不是赤手空拳上阵；', '2、社会保险：按照国家规定购买社保；', '3、月度Top奖：每月评优，额外发放奖金；', '4、免费学习英语：为正式员工量身定制的英语课程计划；', '5、免费咖啡：享有内部免费提供的咖啡福利；', '6、户外活动：不定期举行户外拓展及旅游活动；', '7、节日福利：传统节假日、生日庆贺等福利；', '8、西方大趴、万圣节、圣诞节等大型西方文化节日活动；', '9、福利假期：业绩优秀者可以额外奖励福利假期带薪休假。']"
['多元化集团 高提成 发展空间大'],客户经理,富夏国际集团,"['10k-20k ', '/深圳 /', '经验不限 /', '大专及以上 /', '全职']",贷款销售,10k-20k,"['一、岗位描述：', '1.\xa0根据公司业绩目标，拓展业务客户，完成业绩指标；', '2.\xa0大力开发新客户，维护老客户，负责金融贷款融资业务的零售客户开拓；', '3.\xa0负责客户日常管理，客户关系维护。', '二、职业发展：', '富夏国际一贯重视人才的储备与培养，长期坚持内部晋升优秀员工的优良传统。现正值富夏国际“2018腾飞计划”阶段（大力拓展集团旗下子公司各板块业务及建立内部臻选合伙人和负责人机制），为了提高团队整体素质，强化团队竞争力，让优秀的你能拥有比他人更高的起点以及更广阔的发展平台！秉持公平、公正、公开的原则，富夏国际将为你铺就一条快速上升的职业发展辉煌道路。', '三、岗位要求：', '1、大专或本科学历，35岁以下，性别不限，形象气质佳；性格坚韧，善于沟通，渴望挑战自我的有志之士；', '2、较强的亲和力和感染力、主动学习意识强、具备良好的服务意识；', '3、有丰富销售经验，有客户资源者优先，同业人员优先考虑\xa0；', '4、热衷于销售工作，乐于接受挑战，追求高业绩、高奖金收入者！', '5、具备良好的团队意识，优秀的沟通及协调能力；', '6、性格开朗、待人热情、诚信正直、责任心强、具有良好的语言表达能力、沟通能力以及团队精神；', '7、具有良好的职业素养，有强烈的竞争意识，能积极敢于面对挑战；', '8、无任何不良过往记录，严格执行作业纪律和作业规范！', '四、薪资待遇：', '岗位待遇：底薪+提成（月薪轻松过万，提成上无封顶），五险一金等等。', '优厚薪酬福利：', '1.客户经理收入10000－30000（能力突出者，入职第一个月即可月薪过万）其中包含：底薪＋提成。', '2.国内外旅游奖励', '3.为每位员工举办生日PARTY', '4.可享受集团内部其他公司的产品销售提成，顺势获取资源整合、合作共赢的红利，年薪百万不是梦！', '五、温馨提示：经核查合格者，将以电话形式通知面试，面试者需带：', '1.身份证原件及复印件；', '2.学历证原件及复印件；', '3.个人简历一份；']"
['中泰证券是国有券商，提成25-45，福利'],客户经理,中泰证券股份有限公司深圳吉祥路营业部,"['5k-7k ', '/深圳 /', '经验不限 /', '本科及以上 /', '全职']",证券经纪人,5k-7k,[]
['五险一金，餐卡补贴，话补，节假日现金发放'],客户经理,中信银行信用卡中心,"['10k-20k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",信用卡销售,10k-20k,"['..\xa0招聘岗位：客户经理', '岗位职责：', '..\xa01、推广销售本行信用卡及相关消费金融产品，完成既定的信用卡销售任务指标。', '..\xa02、及时主动联系客户，协助落实当地信用卡客户关系维护相关工作。', '..\xa03、积极主动防范信用卡风险。', '..\xa04、遵守公司规章制度，确保按时按质完成工作。', '任职资格：\xa0', '..\xa01、大专以上学历，专业不限。', '..\xa02、形象气质佳、无任何不良过往记录。\xa0', '..\xa03、有销售工作经验，在本地有客户资源者优先考虑。\xa0', '..\xa04、性格外向、乐观，吃苦耐劳，开拓进取，勇于接受挑战。\xa0', '..\xa05、具备良好的客户意识、沟通能力、风险识别能力和承压能力，有一线销售经验。', '相关福利：\xa0..\xa0..', '▲薪酬：具有竞争力的薪酬待遇，合理的绩效激励机制及年终奖等。年薪范围：80000—200000元；每年不定期根据业绩情况转正中信银行正式行编，福利更好，待遇更好。', '\xa0▲五险一金：健全的社会保险体系——工伤+医疗+失业+生育+养老+住房公积金；除这以外，还有单位给上一份商业保险，可以进行医保后二次报销[憨笑]；', '\xa0▲餐卡：每月充值800元，（根据节假日会不定时增加餐卡额度）；', '\xa0▲过节费：享受国家法定节日过节补贴；', '\xa0▲洗衣补贴：每季度固定发放洗衣补贴，可在签约干洗店洗衣或购买日用品', '\xa0▲生日券：每季度举办生日会，并对当季生日员工发放生日券；', '\xa0▲保贝计划：解决员工基本医疗保险外的医疗费用负担，每年固定额度的药品报销和门诊费用报销；', '▲疗养基金:每年固定旅游基金，让你能够激情工作，快乐生活。', '\xa0▲体检：每年一次免费体检；', '\xa0▲常规节假日福利：五天工作制，每年可享受法定节假日、年假、婚假、产假及产期陪护假；', '\xa0▲过节费，年终奖', '\xa0▲高温补贴：每年的6—9月发放防暑降温补贴。']"
['福利好，发展快，提供宿舍'],客户经理,胡杨合一,"['5k-10k ', '/深圳 /', '经验1-3年 /', '大专及以上 /', '全职']",互联网推广销售,5k-10k,"['工作内容：', '1、负责公司百度等产品的销售及推广；', '2、根据市场营销计划，完成部门销售指标；', '3、开拓新市场,发展新客户,增加产品销售范围；', '4、负责销售区域内销售活动的策划和执行，完成销售任务；', '任职资格：', '1、性格外向，营销意识强；', '2、熟练使用电脑，会使用常用的办公软件；', '3、有耐心，服务意识强，工作态度认真；', '4、1年以上互联网产品销售工作经验者优先。', '薪资福利：', '底薪（3500—10000）+高提成+各项奖金+全勤奖+各种补贴+工龄奖福利；', '*购买五险一金*月度团队活动，公司周年庆旅游，春游，季度生日会，传统节日的礼品问候，聚餐，KTV，爬山，各种球类比赛，下午茶*节假日按国家规定放假，长达20天的春节假期，公司提供住宿*每满一年的员工享有工龄奖励；上班时间：9:00--18:30 （大小周制）', '晋升通道：销售代表--客户经理--部门主管--部门经理--营销总监—股东团队只要你想来，只要你有强烈的企图心，不论你是什么出身，我们都要；在这里，只要你出结果，没什么你得不到的，车子，房子都不是浮云']"
['双休，氛围好'],客户经理,鑫贝帝,"['6k-10k ', '/深圳 /', '经验不限 /', '大专及以上 /', '全职']",澳洲新西兰销售,6k-10k,"['岗位职责：', '负责与澳洲新西兰平台客户经理及时沟通', '负责整个账号的良好运行', '及时推送新品给相关平台，并采取相关销售技巧创造优异的业绩', '维护平台关系，推动项目不断前进', '\xa0', '任职要求：', '本科及以上学历', '英语6及以上', '口语熟练，能流畅与老外交流', '为人认真负责，积极向上', '拥有B2B相关经验者优先']"
['公司聚餐 公司旅游 环境好 近地铁口'],客户经理,万亨隆公司,"['6k-8k ', '/深圳 /', '经验不限 /', '大专及以上 /', '全职']",销售助理,6k-8k,"['一、岗位职责：', '1、负责公司产品的销售及推广；', '2、根据市场营销计划，完成部门销售指标；', '3、开拓市场,发展新资源和银行理财产品；', '4、负责辖区市场信息的收集；', '5、负责销售区域内的策划和执行，完成销售任务；', '6、管理维护银行关系。', '二、任职资格：', '1、大专及以上学历，市场营销或银行客户经理等相关专业；', '2、反应敏捷、表达能力强，具有较强的沟通能力及交际技巧，具有亲和力；', '3、具备一定的市场分析及判断能力，良好的客户服务意识；', '4、有责任心，能承受较大的工作压力；', '公司福利:', '1.试用期两个月，转正后购买社保（五险）', '2年底双薪', '3.超甲级写字楼办公环境', '4.公司不定期组织户外活动']"
['挑战高薪  个人成长  团建旅游'],客户经理,航天金融,"['8k-13k ', '/深圳 /', '经验不限 /', '大专及以上 /', '全职']",信贷专员,8k-13k,"['了解我们：', '航天金融成立于2014年，注册资本1000万元，致力于服务有稳定收入来源的优质客户，提供专业，快捷的服务，秉承真正帮助企业和个人解决资金难题，成为国内领先的金融服务公司，不断发展壮大，综合实力日益增强，行业口碑日趋明显。', '我们提供给你的是一份事业，如果你渴望突破，寻求自我挑战，如果你认可我们的文化，我们大力欢迎你的加入！', '\xa0', '岗位职责：', '1、公司提供优质的客户资源；', '2、与客户进行有效沟通，了解客户需求，解决客户问题，完成目标业绩；', '3、服从公司安排，坚决执行公司方针；', '4、关注市场变化，及时将最新资讯有效的传达给客户。', '任职资格：\xa0', '1、口齿清晰，普通话标准、流利，语音语调富有感染力；', '2、积极乐观，热情助人，有主动服务意识；', '3、具备较好的亲和力和沟通能力，能积极应对各种不同类型客户；', '4、有强烈的事业心、责任心和积极的工作态度；', '5、诚实做人，正确做事，具有良好的敬业精神和职业道德。', '\xa0', '加入航天金融，您将获得：', '1、保障底薪4000，提供房补。', '2、高提成+每月各项激励方案现金大奖+季度奖金，公司目前在职销售人员的平均工资1.2万-3万，优秀员工月工资过5万的比比皆是。', '3、发展空间：客户经理-团队主管-部门经理-分公司负责人（全新平台、公平晋升）', '4、专职培训：公司安排专人一对一培训，让你轻松掌握金融业的专业知识，轻松开展工作。']"
